code,name,area,age,email,role
202120423,Ramiro Redondo Palomino,Ingeniería Química,18,ramiro.redondo@utec.edu.pe,Alumno
202110446,Almudena Ferrández Casals,Ingeniería Química,21,almudena.ferrandez@utec.edu.pe,Alumno
202120400,Roxana Pallarès Gallardo,Ingeniería Química,22,roxana.pallares@utec.edu.pe,Alumno
202120421,Zoraida Manso Corral,Ingeniería Química,23,zoraida.manso@utec.edu.pe,Alumno
202120419,Omar Olivé Bárcena,Ingeniería Química,23,omar.olive@utec.edu.pe,Alumno
202110425,Apolinar Ortega Núñez,Ingeniería Química,23,apolinar.ortega@utec.edu.pe,Alumno
202120430,Alonso Daza Avilés,Ingeniería Química,18,alonso.daza@utec.edu.pe,Alumno
202110435,Mar Juan Alcalá,Ingeniería Química,22,mar.juan@utec.edu.pe,Alumno
202110444,Eva Bravo Roselló,Ingeniería Química,22,eva.bravo@utec.edu.pe,Alumno
202120402,Jose Molina Bastida,Ingeniería Química,23,jose.molina@utec.edu.pe,Alumno
202120443,Águeda Pont Palomino,Ingeniería Química,19,agueda.pont@utec.edu.pe,Alumno
202110424,Cristóbal Saez Larrea,Ingeniería Química,23,cristobal.saez@utec.edu.pe,Alumno
202110433,Manola Arana Lobo,Ingeniería Química,22,manola.arana@utec.edu.pe,Alumno
202120412,Susanita Beltran Izaguirre,Ingeniería Química,23,susanita.beltran@utec.edu.pe,Alumno
202120429,Isabela Arce Abascal,Ingeniería Química,21,isabela.arce@utec.edu.pe,Alumno
202110445,Clímaco Pomares Busquets,Ingeniería Química,23,climaco.pomares@utec.edu.pe,Alumno
202110434,Roxana Portero Valentín,Ingeniería Química,20,roxana.portero@utec.edu.pe,Alumno
202110414,Ileana Alba Gimeno,Ingeniería Química,18,ileana.alba@utec.edu.pe,Alumno
202110422,Desiderio Ballester Reguera,Ingeniería Química,20,desiderio.ballester@utec.edu.pe,Alumno
202120447,Julie Mancebo Poza,Ingeniería Química,23,julie.mancebo@utec.edu.pe,Alumno
202120448,Liliana Solé Ibáñez,Ingeniería Química,23,liliana.sole@utec.edu.pe,Alumno
202110426,Lisandro Salas Tejada,Ingeniería Química,22,lisandro.salas@utec.edu.pe,Alumno
202110440,Maxi Téllez Castelló,Ingeniería Química,22,maxi.tellez@utec.edu.pe,Alumno
202110431,Víctor Palma Pedraza,Ingeniería Química,19,victor.palma@utec.edu.pe,Alumno
202110408,Nereida María Jesús Corbacho Miralles,Ingeniería Química,18,nereida.corbacho@utec.edu.pe,Alumno
202120410,Roberta Téllez Girón,Ingeniería Química,22,roberta.tellez@utec.edu.pe,Alumno
202110403,Eloísa Escudero Rubio,Ingeniería Química,20,eloisa.escudero@utec.edu.pe,Alumno
202110437,Anastasio Eric Cano Dávila,Ingeniería Química,20,anastasio.cano@utec.edu.pe,Alumno
202120439,Adelardo Castro Maestre,Ingeniería Química,23,adelardo.castro@utec.edu.pe,Alumno
202220567,Olimpia Valverde Calderón,Ingeniería Química,24,olimpia.valverde@utec.edu.pe,Alumno
202210505,Lola Piñeiro Morell,Ingeniería Química,20,lola.pineiro@utec.edu.pe,Alumno
202220534,Virginia Bermudez Puga,Ingeniería Química,26,virginia.bermudez@utec.edu.pe,Alumno
202220506,Encarnita Tomás Rosell,Ingeniería Química,27,encarnita.tomas@utec.edu.pe,Alumno
202220541,Tatiana Martín Cáceres,Ingeniería Química,19,tatiana.martin@utec.edu.pe,Alumno
202210566,Marisol Chacón Barba,Ingeniería Química,22,marisol.chacon@utec.edu.pe,Alumno
202210514,Urbano Bonilla Cañas,Ingeniería Química,23,urbano.bonilla@utec.edu.pe,Alumno
202210589,Griselda Sevilla Corral,Ingeniería Química,19,griselda.sevilla@utec.edu.pe,Alumno
202210580,Ámbar Pombo Segarra,Ingeniería Química,22,ambar.pombo@utec.edu.pe,Alumno
202220565,Haroldo Macias Ramis,Ingeniería Química,23,haroldo.macias@utec.edu.pe,Alumno
202210530,Bernardita Estrada Aragón,Ingeniería Química,18,bernardita.estrada@utec.edu.pe,Alumno
202210550,Úrsula Pina Vicente,Ingeniería Química,28,ursula.pina@utec.edu.pe,Alumno
202220597,Jose Ramón Múgica Verdugo,Ingeniería Química,28,jose.mugica@utec.edu.pe,Alumno
202220549,Aurelia Fuente Crespo,Ingeniería Química,26,aurelia.fuente@utec.edu.pe,Alumno
202210528,Irene Casanova Ribas,Ingeniería Química,20,irene.casanova@utec.edu.pe,Alumno
202220598,Urbano Cortina Jiménez,Ingeniería Química,22,urbano.cortina@utec.edu.pe,Alumno
202220538,Jenny Acero Samper,Ingeniería Química,26,jenny.acero@utec.edu.pe,Alumno
202210576,Montserrat Díaz Crespi,Ingeniería Química,26,montserrat.diaz@utec.edu.pe,Alumno
202220525,Reyes Jáuregui Sanmiguel,Ingeniería Química,20,reyes.jauregui@utec.edu.pe,Alumno
202220590,Isabel Pomares Orozco,Ingeniería Química,19,isabel.pomares@utec.edu.pe,Alumno
202210551,Severo Cuevas Cánovas,Ingeniería Química,19,severo.cuevas@utec.edu.pe,Alumno
202210585,Régulo Egea Narváez,Ingeniería Química,24,regulo.egea@utec.edu.pe,Alumno
202220584,Octavia Costa Bastida,Ingeniería Química,22,octavia.costa@utec.edu.pe,Alumno
202210586,Andrea Rosselló Cano,Ingeniería Química,24,andrea.rossello@utec.edu.pe,Alumno
202210552,Jose Miguel Vilar Iñiguez,Ingeniería Química,25,jose.vilar@utec.edu.pe,Alumno
202220513,Ana Belén Cerro Bejarano,Ingeniería Química,20,ana.cerro@utec.edu.pe,Alumno
202220520,Ana Sofía Coello Riquelme,Ingeniería Química,19,ana.coello@utec.edu.pe,Alumno
202220588,Estrella Santamaría Soler,Ingeniería Química,25,estrella.santamaria@utec.edu.pe,Alumno
202210536,Josefa Azeneth Alcázar Fortuny,Ingeniería Química,19,josefa.alcazar@utec.edu.pe,Alumno
202210510,Pepita Escrivá Cózar,Ingeniería Química,22,pepita.escriva@utec.edu.pe,Alumno
202210509,Pastor Gámez Pou,Ingeniería Química,22,pastor.gamez@utec.edu.pe,Alumno
202210548,Marcos Rosales Pombo,Ingeniería Química,27,marcos.rosales@utec.edu.pe,Alumno
202210507,Cristina Carbajo Prat,Ingeniería Química,24,cristina.carbajo@utec.edu.pe,Alumno
202210545,María José Serrano Sans,Ingeniería Química,28,maria.serrano@utec.edu.pe,Alumno
202210547,Eugenio Lucas Cerdán,Ingeniería Química,26,eugenio.lucas@utec.edu.pe,Alumno
202210523,Ana Belén Parra-Almeida,Ingeniería Química,22,ana.belen@utec.edu.pe,Alumno
202220554,Consuela Menéndez Cámara,Ingeniería Química,23,consuela.menendez@utec.edu.pe,Alumno
202210527,Mateo Melero Juliá,Ingeniería Química,21,mateo.melero@utec.edu.pe,Alumno
202220501,Jennifer Barranco Blazquez,Ingeniería Química,25,jennifer.barranco@utec.edu.pe,Alumno
202210578,Joel Calderon Baños,Ingeniería Química,21,joel.calderon@utec.edu.pe,Alumno
202210591,Inés María Carmen Girona Planas,Ingeniería Química,29,ines.girona@utec.edu.pe,Alumno
202220542,Rafa Leon Salinas,Ingeniería Química,24,rafa.leon@utec.edu.pe,Alumno
202210582,Íngrid Cid Cuenca,Ingeniería Química,18,ingrid.cid@utec.edu.pe,Alumno
202220524,Marisa Gala Soler Calderon,Ingeniería Química,19,marisa.soler@utec.edu.pe,Alumno
202220539,Claudia Español Gabaldón,Ingeniería Química,22,claudia.espanol@utec.edu.pe,Alumno
202210599,Alfonso Édgar Garmendia Bou,Ingeniería Química,29,alfonso.garmendia@utec.edu.pe,Alumno
202220511,Renato Solsona Santamaría,Ingeniería Química,19,renato.solsona@utec.edu.pe,Alumno
202210587,Eduardo Castellanos Mayoral,Ingeniería Química,22,eduardo.castellanos@utec.edu.pe,Alumno
202210535,Abigaíl Pinto Zamorano,Ingeniería Química,21,abigail.pinto@utec.edu.pe,Alumno
202220581,Curro Menéndez Jove,Ingeniería Química,21,curro.menendez@utec.edu.pe,Alumno
202220540,Sosimo Barrera Torre,Ingeniería Química,29,sosimo.barrera@utec.edu.pe,Alumno
202220557,Candelas Morillo Pera,Ingeniería Química,26,candelas.morillo@utec.edu.pe,Alumno
202220560,Griselda Puente Pérez,Ingeniería Química,25,griselda.puente@utec.edu.pe,Alumno
202210564,Tomasa Rozas Alegria,Ingeniería Química,18,tomasa.rozas@utec.edu.pe,Alumno
202220596,Timoteo Sosa Pavón,Ingeniería Química,23,timoteo.sosa@utec.edu.pe,Alumno
202210517,Carlito Prado Falcó,Ingeniería Química,26,carlito.prado@utec.edu.pe,Alumno
202210571,Rocío Cases Arana,Ingeniería Química,25,rocio.cases@utec.edu.pe,Alumno
202220529,Lilia Lobato Ibañez,Ingeniería Química,20,lilia.lobato@utec.edu.pe,Alumno
202210575,Selena Ballester Rincón,Ingeniería Química,19,selena.ballester@utec.edu.pe,Alumno
202210502,José Manuel Lillo Izquierdo,Ingeniería Química,28,jose.lillo@utec.edu.pe,Alumno
202220577,Jacinta Gargallo Requena,Ingeniería Química,20,jacinta.gargallo@utec.edu.pe,Alumno
202220500,Felipa Madrid Cordero,Ingeniería Química,22,felipa.madrid@utec.edu.pe,Alumno
202210579,Modesto Porta Galan,Ingeniería Química,26,modesto.porta@utec.edu.pe,Alumno
202210594,Feliciana Herrera Pastor,Ingeniería Química,23,feliciana.herrera@utec.edu.pe,Alumno
202210592,Valentín Plinio Agudo Barberá,Ingeniería Química,21,valentin.agudo@utec.edu.pe,Alumno
202220531,Ileana Cervantes Salom,Ingeniería Química,23,ileana.cervantes@utec.edu.pe,Alumno
202220562,Simón Rueda Dominguez,Ingeniería Química,19,simon.rueda@utec.edu.pe,Alumno
202220546,Guiomar Uribe Montaña,Ingeniería Química,27,guiomar.uribe@utec.edu.pe,Alumno
202220583,Alfredo Cózar Aparicio,Ingeniería Química,25,alfredo.cozar@utec.edu.pe,Alumno
202210573,Segismundo Solé Azorin,Ingeniería Química,20,segismundo.sole@utec.edu.pe,Alumno
202220559,Ruy Jáuregui Priego,Ingeniería Química,27,ruy.jauregui@utec.edu.pe,Alumno
202220555,Griselda Ríos Ocaña,Ingeniería Química,18,griselda.rios@utec.edu.pe,Alumno
202220522,Victorino Losada Carrasco,Ingeniería Química,18,victorino.losada@utec.edu.pe,Alumno
202210503,Natanael Peinado Verdú,Ingeniería Química,28,natanael.peinado@utec.edu.pe,Alumno
202210543,Alfredo Cáceres Bonilla,Ingeniería Química,23,alfredo.caceres@utec.edu.pe,Alumno
202220556,Octavio Valdés Villar,Ingeniería Química,19,octavio.valdes@utec.edu.pe,Alumno
202310663,Dan Carlos Checa,Ingeniería Química,17,dan.carlos@utec.edu.pe,Alumno
202310627,Ruy Nadal Bartolomé,Ingeniería Química,23,ruy.nadal@utec.edu.pe,Alumno
202310637,Jacobo Uribe Nogués,Ingeniería Química,18,jacobo.uribe@utec.edu.pe,Alumno
202320666,Odalis Cintia Reig Pinilla,Ingeniería Química,22,odalis.reig@utec.edu.pe,Alumno
202310669,Efraín Aguiló Camacho,Ingeniería Química,21,efrain.aguilo@utec.edu.pe,Alumno
202310607,Vilma Tolosa Solana,Ingeniería Química,27,vilma.tolosa@utec.edu.pe,Alumno
202320616,Raúl Baró Tenorio,Ingeniería Química,19,raul.baro@utec.edu.pe,Alumno
202310654,Antonio Fiol Jiménez,Ingeniería Química,23,antonio.fiol@utec.edu.pe,Alumno
202310636,Jose Carlos Quintero Téllez,Ingeniería Química,25,jose.quintero@utec.edu.pe,Alumno
202310638,Gerardo Ríos Molina,Ingeniería Química,22,gerardo.rios@utec.edu.pe,Alumno
202310680,Flavio Velázquez Soria,Ingeniería Química,16,flavio.velazquez@utec.edu.pe,Alumno
202320696,Pastor Zaragoza Alcaraz,Ingeniería Química,25,pastor.zaragoza@utec.edu.pe,Alumno
202320660,Sabas Navarrete Somoza,Ingeniería Química,17,sabas.navarrete@utec.edu.pe,Alumno
202320645,Glauco Silvio Sanmartín Zabala,Ingeniería Química,21,glauco.sanmartin@utec.edu.pe,Alumno
202320692,Julio Segarra Camacho,Ingeniería Química,22,julio.segarra@utec.edu.pe,Alumno
202310697,Leyre Salinas Reig,Ingeniería Química,26,leyre.salinas@utec.edu.pe,Alumno
202320648,Arsenio Eric Luján Arcos,Ingeniería Química,26,arsenio.lujan@utec.edu.pe,Alumno
202310683,Guiomar Lázaro Gallego Ródenas,Ingeniería Química,27,guiomar.gallego@utec.edu.pe,Alumno
202320667,Celestino Escrivá Leal,Ingeniería Química,17,celestino.escriva@utec.edu.pe,Alumno
202320649,Darío Olmo Cuervo,Ingeniería Química,24,dario.olmo@utec.edu.pe,Alumno
202310613,Tito Alcolea Díez,Ingeniería Química,17,tito.alcolea@utec.edu.pe,Alumno
202320614,Juan Luis Crespo Cuenca,Ingeniería Química,20,juan.crespo@utec.edu.pe,Alumno
202310659,Leocadia Valdés Pozo,Ingeniería Química,16,leocadia.valdes@utec.edu.pe,Alumno
202320602,Ciriaco Luis Pascual Alcázar,Ingeniería Química,16,ciriaco.pascual@utec.edu.pe,Alumno
202310629,Gracia Rosselló Casal,Ingeniería Química,26,gracia.rossello@utec.edu.pe,Alumno
202320623,Fermín Pavón Cabello,Ingeniería Química,24,fermin.pavon@utec.edu.pe,Alumno
202310679,María Jesús Mancebo Bernal,Ingeniería Química,23,maria.mancebo@utec.edu.pe,Alumno
202320619,Fidela Ortega Navarro,Ingeniería Química,18,fidela.ortega@utec.edu.pe,Alumno
202320672,Antonio Cerezo Múñiz,Ingeniería Química,23,antonio.cerezo@utec.edu.pe,Alumno
202310611,Hermenegildo Fonseca Bauzà,Ingeniería Química,22,hermenegildo.fonseca@utec.edu.pe,Alumno
202310630,África Casado Farré,Ingeniería Química,18,africa.casado@utec.edu.pe,Alumno
202310668,Perlita Abella Tena,Ingeniería Química,22,perlita.abella@utec.edu.pe,Alumno
202320618,Consuela Lina Casanova Pallarès,Ingeniería Química,20,consuela.casanova@utec.edu.pe,Alumno
202320653,Teófila Puga Marco,Ingeniería Química,23,teofila.puga@utec.edu.pe,Alumno
202320694,Odalys Soler Guijarro,Ingeniería Química,16,odalys.soler@utec.edu.pe,Alumno
202310682,Damián Costa Priego,Ingeniería Química,19,damian.costa@utec.edu.pe,Alumno
202320677,Julio Aparicio Ayala,Ingeniería Química,16,julio.aparicio@utec.edu.pe,Alumno
202320652,Abril Colom Haro,Ingeniería Química,20,abril.colom@utec.edu.pe,Alumno
202320691,Guadalupe Pellicer Vallés,Ingeniería Química,18,guadalupe.pellicer@utec.edu.pe,Alumno
202320620,Agustín Belda Goicoechea,Ingeniería Química,28,agustin.belda@utec.edu.pe,Alumno
202310698,Casandra Pedrosa Ramón,Ingeniería Química,27,casandra.pedrosa@utec.edu.pe,Alumno
202310626,Jerónimo Trujillo Hidalgo,Ingeniería Química,18,jeronimo.trujillo@utec.edu.pe,Alumno
202310690,Juan José Pulido Arranz,Ingeniería Química,18,juan.pulido@utec.edu.pe,Alumno
202310641,Ibán Tovar Jiménez,Ingeniería Química,27,iban.tovar@utec.edu.pe,Alumno
202310656,Chema Bayo Goñi,Ingeniería Química,23,chema.bayo@utec.edu.pe,Alumno
202310601,Amado Ponce Vázquez,Ingeniería Química,24,amado.ponce@utec.edu.pe,Alumno
202320676,Victor Manuel Sierra Castellanos,Ingeniería Química,16,victor.sierra@utec.edu.pe,Alumno
202320617,Alonso Rincón Malo,Ingeniería Química,19,alonso.rincon@utec.edu.pe,Alumno
202320678,Marc Huguet Portillo,Ingeniería Química,18,marc.huguet@utec.edu.pe,Alumno
202320622,Isidoro Urrutia Coello,Ingeniería Química,16,isidoro.urrutia@utec.edu.pe,Alumno
202320670,Jafet Mir Gabaldón,Ingeniería Química,21,jafet.mir@utec.edu.pe,Alumno
202310671,Abril Otero Campo,Ingeniería Química,26,abril.otero@utec.edu.pe,Alumno
202320684,Tristán Aguirre Cantero,Ingeniería Química,22,tristan.aguirre@utec.edu.pe,Alumno
202320665,Lupe González Cuervo,Ingeniería Química,22,lupe.gonzalez@utec.edu.pe,Alumno
202310673,Esmeralda Artigas Bolaños,Ingeniería Química,17,esmeralda.artigas@utec.edu.pe,Alumno
202310675,Juan Pablo Urrutia Boada,Ingeniería Química,18,juan.urrutia@utec.edu.pe,Alumno
202320664,Clara Roma Marin,Ingeniería Química,22,clara.roma@utec.edu.pe,Alumno
202320644,Duilio Gómez Coll,Ingeniería Química,25,duilio.gomez@utec.edu.pe,Alumno
202310610,Águeda Pi Pla,Ingeniería Química,19,agueda.pi@utec.edu.pe,Alumno
202310643,Azahara Domingo Carpio,Ingeniería Química,17,azahara.domingo@utec.edu.pe,Alumno
202320621,Joaquina Amorós Salgado,Ingeniería Química,25,joaquina.amoros@utec.edu.pe,Alumno
202310609,Ema Puente Riera,Ingeniería Química,21,ema.puente@utec.edu.pe,Alumno
202320640,Cirino Ferrández Llorente,Ingeniería Química,27,cirino.ferrandez@utec.edu.pe,Alumno
202310647,Ximena Aroca Riquelme,Ingeniería Química,17,ximena.aroca@utec.edu.pe,Alumno
202310661,Gerardo Blanes Hidalgo,Ingeniería Química,17,gerardo.blanes@utec.edu.pe,Alumno
202310615,Ana Belén Palma-Leon,Ingeniería Química,25,ana.belen@utec.edu.pe,Alumno
202310625,Imelda Dominguez Baena,Ingeniería Química,17,imelda.dominguez@utec.edu.pe,Alumno
202310631,Agapito Ortiz Canals,Ingeniería Química,21,agapito.ortiz@utec.edu.pe,Alumno
202310605,Haroldo Vilaplana Carbó,Ingeniería Química,24,haroldo.vilaplana@utec.edu.pe,Alumno
202320633,Nicolás Font Camps,Ingeniería Química,24,nicolas.font@utec.edu.pe,Alumno
202320639,Onofre Santana Cabrera,Ingeniería Química,19,onofre.santana@utec.edu.pe,Alumno
202320695,Jorge Carpio Campos,Ingeniería Química,22,jorge.carpio@utec.edu.pe,Alumno
202320612,Raimundo Higueras Lamas,Ingeniería Química,16,raimundo.higueras@utec.edu.pe,Alumno
202320632,Estrella Cepeda Suarez,Ingeniería Química,22,estrella.cepeda@utec.edu.pe,Alumno
202310635,Eulalia Español Tovar,Ingeniería Química,27,eulalia.espanol@utec.edu.pe,Alumno
202310642,Lope Elías Andrade Cerezo,Ingeniería Química,21,lope.andrade@utec.edu.pe,Alumno
202320688,Maximiano Villar Carballo,Ingeniería Química,21,maximiano.villar@utec.edu.pe,Alumno
202320687,Armida Calvo Alcázar,Ingeniería Química,18,armida.calvo@utec.edu.pe,Alumno
202320655,Eligio Fermín Navarrete Vargas,Ingeniería Química,25,eligio.navarrete@utec.edu.pe,Alumno
202320657,Chelo Orozco Arévalo,Ingeniería Química,24,chelo.orozco@utec.edu.pe,Alumno
202310362,Jorge Campos Mora,Ingeniería Mecatrónica,20,jorge.campos@utec.edu.pe,Alumno
202320464,Emilia Zamora Castro,Ingeniería Mecatrónica,20,emilia.zamora@utec.edu.pe,Alumno
202320365,Hernán Girón Castejón,Ingeniería Mecatrónica,16,hernan.giron@utec.edu.pe,Alumno
202310309,Cándido García Morales,Ingeniería Mecatrónica,24,candido.garcia@utec.edu.pe,Alumno
202320285,Caridad Barba Berrocal,Ingeniería Mecatrónica,24,caridad.barba@utec.edu.pe,Alumno
202320432,Silvestre Jafet Castañeda Torrent,Ingeniería Mecatrónica,17,silvestre.castaneda@utec.edu.pe,Alumno
202320271,Paulina Ribera Peinado,Ingeniería Mecatrónica,24,paulina.ribera@utec.edu.pe,Alumno
202320484,Eleuterio Noriega Domínguez,Ingeniería Mecatrónica,18,eleuterio.noriega@utec.edu.pe,Alumno
202320305,Jose Posada Elorza,Ingeniería Mecatrónica,18,jose.posada@utec.edu.pe,Alumno
202310256,Diego Cadenas Guijarro,Ingeniería Mecatrónica,22,diego.cadenas@utec.edu.pe,Alumno
202310455,Eduardo Jimenez Moles,Ingeniería Mecatrónica,26,eduardo.jimenez@utec.edu.pe,Alumno
202310445,Eulalia Jaén Salas,Ingeniería Mecatrónica,18,eulalia.jaen@utec.edu.pe,Alumno
202320278,Clarisa Alfonso Conde,Ingeniería Mecatrónica,20,clarisa.alfonso@utec.edu.pe,Alumno
202320461,Enrique Farré Almansa,Ingeniería Mecatrónica,19,enrique.farre@utec.edu.pe,Alumno
202310375,Aristides Narváez Nogués,Ingeniería Mecatrónica,18,aristides.narvaez@utec.edu.pe,Alumno
202310476,Melchor Cruz Garriga Nieto,Ingeniería Mecatrónica,19,melchor.garriga@utec.edu.pe,Alumno
202320430,Alberto Peral Belmonte,Ingeniería Mecatrónica,20,alberto.peral@utec.edu.pe,Alumno
202320395,Micaela Luís Lopez,Ingeniería Mecatrónica,24,micaela.luis@utec.edu.pe,Alumno
202320261,Begoña Villalobos Conde,Ingeniería Mecatrónica,21,begona.villalobos@utec.edu.pe,Alumno
202310357,Pepito Baeza Juliá,Ingeniería Mecatrónica,17,pepito.baeza@utec.edu.pe,Alumno
202310406,Hernando Soler Díaz,Ingeniería Mecatrónica,19,hernando.soler@utec.edu.pe,Alumno
202310403,Nacio Bru Tomé,Ingeniería Mecatrónica,16,nacio.bru@utec.edu.pe,Alumno
202310262,Lina Salmerón Vendrell,Ingeniería Mecatrónica,17,lina.salmeron@utec.edu.pe,Alumno
202310237,Nicanor Heriberto Cañizares Fortuny,Ingeniería Mecatrónica,19,nicanor.canizares@utec.edu.pe,Alumno
202320269,Cebrián López Antón,Ingeniería Mecatrónica,20,cebrian.lopez@utec.edu.pe,Alumno
202310339,Reyna Aparicio Rivera,Ingeniería Mecatrónica,16,reyna.aparicio@utec.edu.pe,Alumno
202310459,Jesusa Socorro Larrañaga Gelabert,Ingeniería Mecatrónica,18,jesusa.larranaga@utec.edu.pe,Alumno
202320467,Araceli Guerrero Bernat,Ingeniería Mecatrónica,28,araceli.guerrero@utec.edu.pe,Alumno
202320289,Cornelio Tejedor Calvet,Ingeniería Mecatrónica,22,cornelio.tejedor@utec.edu.pe,Alumno
202320245,Aránzazu Teresita Vizcaíno Barrios,Ingeniería Mecatrónica,25,aranzazu.vizcaino@utec.edu.pe,Alumno
202320443,Jovita Carbó Morillo,Ingeniería Mecatrónica,25,jovita.carbo@utec.edu.pe,Alumno
202320424,Héctor Torrens Benito,Ingeniería Mecatrónica,22,hector.torrens@utec.edu.pe,Alumno
202310469,Cloe Malo Caparrós,Ingeniería Mecatrónica,28,cloe.malo@utec.edu.pe,Alumno
202310272,Aroa Lasa Prada,Ingeniería Mecatrónica,24,aroa.lasa@utec.edu.pe,Alumno
202310336,Lorenzo Alfonso Saez,Ingeniería Mecatrónica,17,lorenzo.alfonso@utec.edu.pe,Alumno
202310260,Ceferino Héctor Sáenz Canet,Ingeniería Mecatrónica,23,ceferino.saenz@utec.edu.pe,Alumno
202320287,Albina Paula Antúnez Cordero,Ingeniería Mecatrónica,27,albina.antunez@utec.edu.pe,Alumno
202310429,Miguela Raya Cerezo,Ingeniería Mecatrónica,16,miguela.raya@utec.edu.pe,Alumno
202310368,Ariadna Cid Busquets,Ingeniería Mecatrónica,25,ariadna.cid@utec.edu.pe,Alumno
202310407,Heriberto Azcona Cabanillas,Ingeniería Mecatrónica,20,heriberto.azcona@utec.edu.pe,Alumno
202320366,Araceli Bermúdez Dueñas,Ingeniería Mecatrónica,19,araceli.bermudez@utec.edu.pe,Alumno
202310364,Bernarda Amaya Puerta,Ingeniería Mecatrónica,25,bernarda.amaya@utec.edu.pe,Alumno
202310480,Lorena Fuertes Escribano,Ingeniería Mecatrónica,26,lorena.fuertes@utec.edu.pe,Alumno
202310270,Leonardo Hervás Pacheco,Ingeniería Mecatrónica,28,leonardo.hervas@utec.edu.pe,Alumno
202310398,Íñigo Laguna Benavente,Ingeniería Mecatrónica,25,inigo.laguna@utec.edu.pe,Alumno
202310426,Cayetano Josep Trillo Boada,Ingeniería Mecatrónica,18,cayetano.trillo@utec.edu.pe,Alumno
202310481,Fátima Perea Quintana,Ingeniería Mecatrónica,27,fatima.perea@utec.edu.pe,Alumno
202320343,Vanesa Giménez Menendez,Ingeniería Mecatrónica,19,vanesa.gimenez@utec.edu.pe,Alumno
202320390,Amada Aliaga Morante,Ingeniería Mecatrónica,23,amada.aliaga@utec.edu.pe,Alumno
202310386,Candelas Pujol Niño,Ingeniería Mecatrónica,18,candelas.pujol@utec.edu.pe,Alumno
202320489,Cándida Quintanilla Hidalgo,Ingeniería Mecatrónica,17,candida.quintanilla@utec.edu.pe,Alumno
202320283,Valentina Madrigal Torrent,Ingeniería Mecatrónica,21,valentina.madrigal@utec.edu.pe,Alumno
202320359,Ildefonso Giralt Coll,Ingeniería Mecatrónica,18,ildefonso.giralt@utec.edu.pe,Alumno
202310310,Ildefonso Company Acevedo,Ingeniería Mecatrónica,25,ildefonso.company@utec.edu.pe,Alumno
202320442,Zaira Otero Giralt,Ingeniería Mecatrónica,23,zaira.otero@utec.edu.pe,Alumno
202320388,Rolando Quique Marcos Clemente,Ingeniería Mecatrónica,26,rolando.marcos@utec.edu.pe,Alumno
202310325,Bibiana Felipa Menéndez Cózar,Ingeniería Mecatrónica,23,bibiana.menendez@utec.edu.pe,Alumno
202320280,Máxima Barbero Manzanares,Ingeniería Mecatrónica,18,maxima.barbero@utec.edu.pe,Alumno
202310267,Liliana Ayllón Cañizares,Ingeniería Mecatrónica,28,liliana.ayllon@utec.edu.pe,Alumno
202320486,Anselma Quevedo Coronado,Ingeniería Mecatrónica,28,anselma.quevedo@utec.edu.pe,Alumno
202310350,Bernardita Agustín Bustos,Ingeniería Mecatrónica,19,bernardita.agustin@utec.edu.pe,Alumno
202320281,Águeda Sureda Olivares,Ingeniería Mecatrónica,20,agueda.sureda@utec.edu.pe,Alumno
202320242,Rebeca Cándida Segura Viñas,Ingeniería Mecatrónica,28,rebeca.segura@utec.edu.pe,Alumno
202320238,Valentín Loreto Linares Cáceres,Ingeniería Mecatrónica,24,valentin.linares@utec.edu.pe,Alumno
202310498,Maite Claudia Rivera Trujillo,Ingeniería Mecatrónica,19,maite.rivera@utec.edu.pe,Alumno
202310246,Ximena Mariscal Pozuelo,Ingeniería Mecatrónica,25,ximena.mariscal@utec.edu.pe,Alumno
202310224,Dora Diego Puig,Ingeniería Mecatrónica,23,dora.diego@utec.edu.pe,Alumno
202310218,Gregorio Almeida Larrea,Ingeniería Mecatrónica,23,gregorio.almeida@utec.edu.pe,Alumno
202310208,Bruno Lobo Gual,Ingeniería Mecatrónica,18,bruno.lobo@utec.edu.pe,Alumno
202310363,Luz Sanmiguel Román,Ingeniería Mecatrónica,22,luz.sanmiguel@utec.edu.pe,Alumno
202320448,Lucila Casals Corbacho,Ingeniería Mecatrónica,23,lucila.casals@utec.edu.pe,Alumno
202310413,Mohamed Perelló Soria,Ingeniería Mecatrónica,25,mohamed.perello@utec.edu.pe,Alumno
202310279,José Luis Ropero Merino,Ingeniería Mecatrónica,24,jose.ropero@utec.edu.pe,Alumno
202320402,Adela Iborra Alvarez,Ingeniería Mecatrónica,26,adela.iborra@utec.edu.pe,Alumno
202310338,Clímaco Roig Sola,Ingeniería Mecatrónica,25,climaco.roig@utec.edu.pe,Alumno
202320479,Dionisia Pareja Santamaria,Ingeniería Mecatrónica,25,dionisia.pareja@utec.edu.pe,Alumno
202320323,Cayetano Feijoo Mena,Ingeniería Mecatrónica,21,cayetano.feijoo@utec.edu.pe,Alumno
202320385,Américo Carranza Batlle,Ingeniería Mecatrónica,21,americo.carranza@utec.edu.pe,Alumno
202310288,Odalis Colomer Baquero,Ingeniería Mecatrónica,21,odalis.colomer@utec.edu.pe,Alumno
202320466,Eliana Cruz Campoy,Ingeniería Mecatrónica,23,eliana.cruz@utec.edu.pe,Alumno
202310499,Bárbara Gimeno Rocha,Ingeniería Mecatrónica,21,barbara.gimeno@utec.edu.pe,Alumno
