code,name,area,age,email,role,emotion_score
202210571,María Benet Álvaro,Ciencia de datos,22,maria.benet@utec.edu.pe,Alumno,0
202220443,Rosa Vilanova Mendez,Ciencia de datos,24,rosa.vilanova@utec.edu.pe,Alumno,0
202210447,Antonio Luján Arévalo,Ciencia de datos,21,antonio.lujan@utec.edu.pe,Alumno,0
202210275,Carina Abellán Prada,Ciencia de datos,23,carina.abellan@utec.edu.pe,Alumno,0
202210556,Guiomar Sastre Cabrero,Ciencia de datos,23,guiomar.sastre@utec.edu.pe,Alumno,0
202210276,Lupe Vendrell Jove,Ciencia de datos,24,lupe.vendrell@utec.edu.pe,Alumno,0
202210298,Pepe Jaume Corral,Ciencia de datos,20,pepe.jaume@utec.edu.pe,Alumno,0
202210453,Onofre Iborra Gámez,Ciencia de datos,18,onofre.iborra@utec.edu.pe,Alumno,0
202220474,Isaías Eleuterio Roig Mur,Ciencia de datos,22,isaias.roig@utec.edu.pe,Alumno,0
202220564,Loida Solé Naranjo,Ciencia de datos,20,loida.sole@utec.edu.pe,Alumno,0
202220423,Jorge Alcántara Requena,Ciencia de datos,17,jorge.alcantara@utec.edu.pe,Alumno,0
202210627,Humberto Solana Aller,Ciencia de datos,20,humberto.solana@utec.edu.pe,Alumno,0
202220432,Macaria Ascensión Pina Llabrés,Ciencia de datos,21,macaria.pina@utec.edu.pe,Alumno,0
202220482,Isidora Iglesias Aznar,Ciencia de datos,21,isidora.iglesias@utec.edu.pe,Alumno,0
202220319,Narcisa Acuña Múgica,Ciencia de datos,24,narcisa.acuna@utec.edu.pe,Alumno,0
202210620,Rosalinda Lamas Coca,Ciencia de datos,17,rosalinda.lamas@utec.edu.pe,Alumno,0
202220239,Maite Abad Cifuentes,Ciencia de datos,24,maite.abad@utec.edu.pe,Alumno,0
202220329,Maximiano Gascón Lorenzo,Ciencia de datos,23,maximiano.gascon@utec.edu.pe,Alumno,0
202220527,Gregorio Villena Jara,Ciencia de datos,20,gregorio.villena@utec.edu.pe,Alumno,0
202210381,Macaria Balaguer Muñoz,Ciencia de datos,22,macaria.balaguer@utec.edu.pe,Alumno,0
202210676,Pascuala Juliá Segarra,Ciencia de datos,23,pascuala.julia@utec.edu.pe,Alumno,0
202220409,Ana Belén Zorrilla Casanova,Ciencia de datos,21,ana.zorrilla@utec.edu.pe,Alumno,0
202210486,Juan Pablo Guzman Falcó,Ciencia de datos,19,juan.guzman@utec.edu.pe,Alumno,0
202210670,Ezequiel Blazquez Llopis,Ciencia de datos,17,ezequiel.blazquez@utec.edu.pe,Alumno,0
202220282,Liliana Agustina Trujillo Ribes,Ciencia de datos,23,liliana.trujillo@utec.edu.pe,Alumno,0
202220204,Eligia Baró Piñol,Ciencia de datos,18,eligia.baro@utec.edu.pe,Alumno,0
202220631,Toño Perelló Torre,Ciencia de datos,19,tono.perello@utec.edu.pe,Alumno,0
202220522,Perla Escrivá Carretero,Ciencia de datos,17,perla.escriva@utec.edu.pe,Alumno,0
202210543,Delfina Fabra Belmonte,Ciencia de datos,18,delfina.fabra@utec.edu.pe,Alumno,0
202220226,Mirta Valverde Bolaños,Ciencia de datos,17,mirta.valverde@utec.edu.pe,Alumno,0
202210286,Clara Galán Acosta,Ciencia de datos,17,clara.galan@utec.edu.pe,Alumno,0
202210382,Herberto Osuna Amor,Ciencia de datos,17,herberto.osuna@utec.edu.pe,Alumno,0
202220267,Charo Granados Segura,Ciencia de datos,22,charo.granados@utec.edu.pe,Alumno,0
202210666,Paola Tovar Barberá,Ciencia de datos,17,paola.tovar@utec.edu.pe,Alumno,0
202220377,María Gallego Ochoa,Ciencia de datos,21,maria.gallego@utec.edu.pe,Alumno,0
202210495,Lucas Vallejo Hernández,Ciencia de datos,23,lucas.vallejo@utec.edu.pe,Alumno,0
202220569,Adelaida Amorós Guardiola,Ciencia de datos,22,adelaida.amoros@utec.edu.pe,Alumno,0
202220206,Yéssica Domínguez Heras,Ciencia de datos,19,yessica.dominguez@utec.edu.pe,Alumno,0
202220358,Victor Manuel Verdejo Bolaños,Ciencia de datos,23,victor.verdejo@utec.edu.pe,Alumno,0
202220521,Soledad Fortuny Torrens,Ciencia de datos,23,soledad.fortuny@utec.edu.pe,Alumno,0
202210688,Febe Portillo Moreno,Ciencia de datos,18,febe.portillo@utec.edu.pe,Alumno,0
202220580,Etelvina Olmo Verdú,Ciencia de datos,20,etelvina.olmo@utec.edu.pe,Alumno,0
202220277,Dorotea Noguera Gelabert,Ciencia de datos,21,dorotea.noguera@utec.edu.pe,Alumno,0
202220242,Vinicio Roma Estrada,Ciencia de datos,21,vinicio.roma@utec.edu.pe,Alumno,0
202220446,Graciana Santamaría Gelabert,Ciencia de datos,22,graciana.santamaria@utec.edu.pe,Alumno,0
202210254,Cintia Segarra Girón,Ciencia de datos,17,cintia.segarra@utec.edu.pe,Alumno,0
202220203,Arsenio Vergara García,Ciencia de datos,19,arsenio.vergara@utec.edu.pe,Alumno,0
202220596,Gema Godoy Arnaiz,Ciencia de datos,17,gema.godoy@utec.edu.pe,Alumno,0
202210361,Ale Lumbreras Agustí,Ciencia de datos,24,ale.lumbreras@utec.edu.pe,Alumno,0
202210300,Pelayo Losada Barroso,Ciencia de datos,22,pelayo.losada@utec.edu.pe,Alumno,0
202210211,Bibiana Rey Ricart,Ciencia de datos,18,bibiana.rey@utec.edu.pe,Alumno,0
202210526,Luciano Palau Casals,Ciencia de datos,23,luciano.palau@utec.edu.pe,Alumno,0
202210231,Vidal Roselló Rocamora,Ciencia de datos,22,vidal.rosello@utec.edu.pe,Alumno,0
202220519,Jesús Sánchez Chaves,Ciencia de datos,21,jesus.sanchez@utec.edu.pe,Alumno,0
202220404,Renato Américo Bauzà Vendrell,Ciencia de datos,18,renato.bauza@utec.edu.pe,Alumno,0
202210428,Guillermo Bertrán Gárate,Ciencia de datos,21,guillermo.bertran@utec.edu.pe,Alumno,0
202220502,Jacinto Peláez Carrillo,Ciencia de datos,17,jacinto.pelaez@utec.edu.pe,Alumno,0
202220384,Esperanza Arjona Amor,Ciencia de datos,18,esperanza.arjona@utec.edu.pe,Alumno,0
202210615,Marcia Peral Mir,Ciencia de datos,17,marcia.peral@utec.edu.pe,Alumno,0
202220661,Genoveva Bautista Carrasco,Ciencia de datos,19,genoveva.bautista@utec.edu.pe,Alumno,0
202210621,Aránzazu Gelabert Cabeza,Ciencia de datos,18,aranzazu.gelabert@utec.edu.pe,Alumno,0
202220664,Dulce Benitez Hernandez,Ciencia de datos,18,dulce.benitez@utec.edu.pe,Alumno,0
202210658,Ovidio Hoz Porcel,Ciencia de datos,17,ovidio.hoz@utec.edu.pe,Alumno,0
202210509,Yolanda Frías Guillen,Ciencia de datos,21,yolanda.frias@utec.edu.pe,Alumno,0
202210681,Itziar Amo Quesada,Ciencia de datos,22,itziar.amo@utec.edu.pe,Alumno,0
202220234,Celso Barbero Lladó,Ciencia de datos,17,celso.barbero@utec.edu.pe,Alumno,0
202210392,Matías Juárez Figueroa,Ciencia de datos,19,matias.juarez@utec.edu.pe,Alumno,0
202210576,Maximiliano Blanca Ávila,Ciencia de datos,19,maximiliano.blanca@utec.edu.pe,Alumno,0
202210379,Juan Cabezas Llopis,Ciencia de datos,24,juan.cabezas@utec.edu.pe,Alumno,0
202210575,Jordana Tudela Zorrilla,Ciencia de datos,18,jordana.tudela@utec.edu.pe,Alumno,0
202210222,Joan Fuentes Linares,Ciencia de datos,22,joan.fuentes@utec.edu.pe,Alumno,0
202210241,Hipólito Piñol Suárez,Ciencia de datos,17,hipolito.pinol@utec.edu.pe,Alumno,0
202220578,Domingo Fernando Miró Olivé,Ciencia de datos,21,domingo.miro@utec.edu.pe,Alumno,0
202210260,Felicia Dalmau Barrena,Ciencia de datos,17,felicia.dalmau@utec.edu.pe,Alumno,0
202210488,Nélida Cornejo Uribe,Ciencia de datos,19,nelida.cornejo@utec.edu.pe,Alumno,0
202210644,Rufina Leandra Garcés Naranjo,Ciencia de datos,23,rufina.garces@utec.edu.pe,Alumno,0
202210689,Silvio Niño Meléndez,Ciencia de datos,21,silvio.nino@utec.edu.pe,Alumno,0
202210490,Adelina Dora Salinas Torralba,Ciencia de datos,23,adelina.salinas@utec.edu.pe,Alumno,0
202210343,Rosendo Cabrero Ariza,Ciencia de datos,19,rosendo.cabrero@utec.edu.pe,Alumno,0
202210532,Chelo Emilia Mena Rosales,Ciencia de datos,22,chelo.mena@utec.edu.pe,Alumno,0
202220370,Bruno Gibert Sedano,Ciencia de datos,21,bruno.gibert@utec.edu.pe,Alumno,0
202210342,Mauricio Gras Girona,Ciencia de datos,17,mauricio.gras@utec.edu.pe,Alumno,0
202220376,Eloísa Bernad Portillo,Ciencia de datos,21,eloisa.bernad@utec.edu.pe,Alumno,0
202210465,Odalis Bernal Sarmiento,Ciencia de datos,17,odalis.bernal@utec.edu.pe,Alumno,0
202220470,Amarilis Segovia Ruano,Ciencia de datos,21,amarilis.segovia@utec.edu.pe,Alumno,0
202220549,Aurelia Pomares Jimenez,Ciencia de datos,18,aurelia.pomares@utec.edu.pe,Alumno,0
202210338,Carmina Fábregas Ropero,Ciencia de datos,19,carmina.fabregas@utec.edu.pe,Alumno,0
202220283,Mariana Prudencia Guzmán Luque,Ciencia de datos,22,mariana.guzman@utec.edu.pe,Alumno,0
202210639,Sandra Gabaldón Checa,Ciencia de datos,18,sandra.gabaldon@utec.edu.pe,Alumno,0
202220209,Adelina Sanjuan Seco,Ciencia de datos,22,adelina.sanjuan@utec.edu.pe,Alumno,0
202210641,Merche Espada Roldán,Ciencia de datos,22,merche.espada@utec.edu.pe,Alumno,0
202220280,Luís Cepeda Cañas,Ciencia de datos,18,luis.cepeda@utec.edu.pe,Alumno,0
202220524,Nazaret Alegre Mercader,Ciencia de datos,22,nazaret.alegre@utec.edu.pe,Alumno,0
202220278,Jose Antonio Sanz Campo,Ciencia de datos,19,jose.sanz@utec.edu.pe,Alumno,0
202220354,Seve Bellido Font,Ciencia de datos,21,seve.bellido@utec.edu.pe,Alumno,0
202210675,Humberto Calderon Puerta,Ciencia de datos,17,humberto.calderon@utec.edu.pe,Alumno,0
202220418,Lorena Bou Río,Ciencia de datos,22,lorena.bou@utec.edu.pe,Alumno,0
202220427,Aristides Gallo Cañizares,Ciencia de datos,21,aristides.gallo@utec.edu.pe,Alumno,0
202220266,Florentina Alcalá Martín,Ciencia de datos,17,florentina.alcala@utec.edu.pe,Alumno,0
202210614,Prudencia Marquez Guijarro,Ciencia de datos,20,prudencia.marquez@utec.edu.pe,Alumno,0
202210438,María Jesús Doménech Acero,Ciencia de datos,19,maria.domenech@utec.edu.pe,Alumno,0
202220478,Fermín Atienza Valcárcel,Ciencia de datos,24,fermin.atienza@utec.edu.pe,Alumno,0
202210261,Elisa Garcés Piquer,Ciencia de datos,19,elisa.garces@utec.edu.pe,Alumno,0
202210340,Santos Barral Alonso,Ciencia de datos,17,santos.barral@utec.edu.pe,Alumno,0
202220504,Noemí Bou Figueroa,Ciencia de datos,22,noemi.bou@utec.edu.pe,Alumno,0
202220339,Miguela Olivé Carreras,Ciencia de datos,22,miguela.olive@utec.edu.pe,Alumno,0
202210472,Cornelio Barrena Izaguirre,Ciencia de datos,18,cornelio.barrena@utec.edu.pe,Alumno,0
202220529,Nerea Albero Mosquera,Ciencia de datos,21,nerea.albero@utec.edu.pe,Alumno,0
202210221,Adela Badía Valdés,Ciencia de datos,23,adela.badia@utec.edu.pe,Alumno,0
202210236,Ernesto Perelló Codina,Ciencia de datos,18,ernesto.perello@utec.edu.pe,Alumno,0
202210208,Juan Luis Beltrán Franco,Ciencia de datos,18,juan.beltran@utec.edu.pe,Alumno,0
202220566,Fortunata Campillo Ródenas,Ciencia de datos,23,fortunata.campillo@utec.edu.pe,Alumno,0
202220417,Amarilis Pedrero Bastida,Ciencia de datos,17,amarilis.pedrero@utec.edu.pe,Alumno,0
202210463,Francisco Balaguer Benet,Ciencia de datos,22,francisco.balaguer@utec.edu.pe,Alumno,0
202220632,Úrsula Galiano Orozco,Ciencia de datos,20,ursula.galiano@utec.edu.pe,Alumno,0
202210693,José Mari Chema Ferreras Ávila,Ciencia de datos,24,jose.ferreras@utec.edu.pe,Alumno,0
202220322,Alfonso Noriega Llanos,Ciencia de datos,19,alfonso.noriega@utec.edu.pe,Alumno,0
202210378,Aitana Riba Sáenz,Ciencia de datos,24,aitana.riba@utec.edu.pe,Alumno,0
202220648,Amado Paulino Vilanova Calzada,Ciencia de datos,18,amado.vilanova@utec.edu.pe,Alumno,0
202210501,Ascensión Barceló Madrid,Ciencia de datos,17,ascension.barcelo@utec.edu.pe,Alumno,0
202220511,Fortunata Almeida Manrique,Ciencia de datos,21,fortunata.almeida@utec.edu.pe,Alumno,0
202220383,Trinidad Niño Alsina,Ciencia de datos,17,trinidad.nino@utec.edu.pe,Alumno,0
202220640,Eutimio Yuste Vergara,Ciencia de datos,23,eutimio.yuste@utec.edu.pe,Alumno,0
202220629,Édgar Huguet Carretero,Ciencia de datos,18,edgar.huguet@utec.edu.pe,Alumno,0
202220680,Lucio Castejón Pintor,Ciencia de datos,18,lucio.castejon@utec.edu.pe,Alumno,0
202220555,Consuela Santiago Fábregas,Ciencia de datos,17,consuela.santiago@utec.edu.pe,Alumno,0
202220643,Maura Pino Mayo,Ciencia de datos,21,maura.pino@utec.edu.pe,Alumno,0
202210636,Asdrubal Gaya Baena,Ciencia de datos,23,asdrubal.gaya@utec.edu.pe,Alumno,0
202220476,Guadalupe Soto Aroca,Ciencia de datos,20,guadalupe.soto@utec.edu.pe,Alumno,0
202220238,Octavio Tejedor Díaz,Ciencia de datos,24,octavio.tejedor@utec.edu.pe,Alumno,0
202220686,Yéssica Edelmira Montaña Caparrós,Ciencia de datos,18,yessica.montana@utec.edu.pe,Alumno,0
202220213,Jaime Tenorio Quirós,Ciencia de datos,24,jaime.tenorio@utec.edu.pe,Alumno,0
202220590,Irma Echevarría Oliver,Ciencia de datos,22,irma.echevarria@utec.edu.pe,Alumno,0
202220496,Jimena Corbacho Ros,Ciencia de datos,24,jimena.corbacho@utec.edu.pe,Alumno,0
202220512,Amancio Jesús Morera Lastra,Ciencia de datos,17,amancio.morera@utec.edu.pe,Alumno,0
202210429,Jose Ignacio Solsona Barrio,Ciencia de datos,21,jose.solsona@utec.edu.pe,Alumno,0
202220454,Rufina Zorrilla Lamas,Ciencia de datos,20,rufina.zorrilla@utec.edu.pe,Alumno,0
202220668,Leyre Ester Vigil Saura,Ciencia de datos,22,leyre.vigil@utec.edu.pe,Alumno,0
202210592,Zaida Fernanda Escobar Guillen,Ciencia de datos,17,zaida.escobar@utec.edu.pe,Alumno,0
202220645,Jordán Alcolea Baena,Ciencia de datos,21,jordan.alcolea@utec.edu.pe,Alumno,0
202210514,María Luisa Batlle,Ciencia de datos,24,maria.luisa@utec.edu.pe,Alumno,0
202220331,Salomón Pons Cardona,Ciencia de datos,18,salomon.pons@utec.edu.pe,Alumno,0
202220545,Mariana Vizcaíno Vilaplana,Ciencia de datos,19,mariana.vizcaino@utec.edu.pe,Alumno,0
202210572,Leonor Anunciación Ferrán Gutiérrez,Ciencia de datos,19,leonor.ferran@utec.edu.pe,Alumno,0
202210205,Adolfo Cámara Losada,Ciencia de datos,22,adolfo.camara@utec.edu.pe,Alumno,0
202210523,Hugo Vallés Ojeda,Ciencia de datos,23,hugo.valles@utec.edu.pe,Alumno,0
202210386,Amanda Aramburu Palau,Ciencia de datos,23,amanda.aramburu@utec.edu.pe,Alumno,0
202210374,Diana Xiomara Franco Vélez,Ciencia de datos,18,diana.franco@utec.edu.pe,Alumno,0
202210359,Patricio Dominguez Nebot,Ciencia de datos,20,patricio.dominguez@utec.edu.pe,Alumno,0
202210272,Venceslás Portero Manrique,Ciencia de datos,23,venceslas.portero@utec.edu.pe,Alumno,0
202220353,Santiago Alonso Mínguez,Ciencia de datos,23,santiago.alonso@utec.edu.pe,Alumno,0
202210285,Benita Revilla Martin,Ciencia de datos,18,benita.revilla@utec.edu.pe,Alumno,0
202220513,Nilda Liliana Jaén Jáuregui,Ciencia de datos,22,nilda.jaen@utec.edu.pe,Alumno,0
202210619,Gabriela Roura Barceló,Ciencia de datos,18,gabriela.roura@utec.edu.pe,Alumno,0
202220251,Casandra Lozano Luz,Ciencia de datos,22,casandra.lozano@utec.edu.pe,Alumno,0
202220685,Adalberto Gargallo Velasco,Ciencia de datos,20,adalberto.gargallo@utec.edu.pe,Alumno,0
202210560,Hernando Peinado Piñol,Ciencia de datos,20,hernando.peinado@utec.edu.pe,Alumno,0
202210548,Leoncio Aramburu Almazán,Ciencia de datos,21,leoncio.aramburu@utec.edu.pe,Alumno,0
202220407,Catalina Alberola Carbó,Ciencia de datos,18,catalina.alberola@utec.edu.pe,Alumno,0
202210491,Joaquín Asdrubal Pazos Ortiz,Ciencia de datos,23,joaquin.pazos@utec.edu.pe,Alumno,0
202210593,Santiago Nicolau Pujadas,Ciencia de datos,21,santiago.nicolau@utec.edu.pe,Alumno,0
202210281,Adán Roura Ribes,Ciencia de datos,24,adan.roura@utec.edu.pe,Alumno,0
202210380,Gracia Pineda Ramis,Ciencia de datos,17,gracia.pineda@utec.edu.pe,Alumno,0
202220425,Horacio Dávila Rocamora,Ciencia de datos,24,horacio.davila@utec.edu.pe,Alumno,0
202220477,Hector Almagro Cuadrado,Ciencia de datos,19,hector.almagro@utec.edu.pe,Alumno,0
202210352,Casandra Méndez Miralles,Ciencia de datos,19,casandra.mendez@utec.edu.pe,Alumno,0
202220440,Jose Antonio Roldan Trillo,Ciencia de datos,19,jose.roldan@utec.edu.pe,Alumno,0
202220584,Vera Camps Perales,Ciencia de datos,23,vera.camps@utec.edu.pe,Alumno,0
202210483,Bonifacio Pallarès Guardia,Ciencia de datos,19,bonifacio.pallares@utec.edu.pe,Alumno,0
202220611,Antonia Olivera Andrade,Ciencia de datos,20,antonia.olivera@utec.edu.pe,Alumno,0
202220250,Cebrián Padilla Valbuena,Ciencia de datos,17,cebrian.padilla@utec.edu.pe,Alumno,0
202220649,Purificación Sarabia Solano,Ciencia de datos,23,purificacion.sarabia@utec.edu.pe,Alumno,0
202210420,Teófilo Oliva Espinosa,Ciencia de datos,20,teofilo.oliva@utec.edu.pe,Alumno,0
202210442,José Ángel Vives-Benito,Ciencia de datos,20,jose.angel@utec.edu.pe,Alumno,0
202220475,Abril Manzanares Beltran,Ciencia de datos,24,abril.manzanares@utec.edu.pe,Alumno,0
202210326,Rocío Padilla Grande,Ciencia de datos,21,rocio.padilla@utec.edu.pe,Alumno,0
202210228,León Bernad Seco,Ciencia de datos,20,leon.bernad@utec.edu.pe,Alumno,0
202210306,Camila Buendía Gutiérrez,Ciencia de datos,21,camila.buendia@utec.edu.pe,Alumno,0
202210227,Cornelio Ordóñez Arenas,Ciencia de datos,19,cornelio.ordonez@utec.edu.pe,Alumno,0
202220259,Álvaro Guijarro Juliá,Ciencia de datos,19,alvaro.guijarro@utec.edu.pe,Alumno,0
202210612,Ximena Llabrés Manuel,Ciencia de datos,20,ximena.llabres@utec.edu.pe,Alumno,0
202220651,Ignacio Valenzuela Echeverría,Ciencia de datos,21,ignacio.valenzuela@utec.edu.pe,Alumno,0
202220591,Natividad Morán Santamaría,Ciencia de datos,21,natividad.moran@utec.edu.pe,Alumno,0
202220585,Norberto Ceferino Puerta Pacheco,Ciencia de datos,19,norberto.puerta@utec.edu.pe,Alumno,0
202210240,Amílcar Valera Ledesma,Ciencia de datos,21,amilcar.valera@utec.edu.pe,Alumno,0
202210346,María Marín Taboada,Ciencia de datos,21,maria.marin@utec.edu.pe,Alumno,0
202210559,Melania Tecla Perelló Bejarano,Ciencia de datos,20,melania.perello@utec.edu.pe,Alumno,0
202210308,Dorotea Aramburu Miranda,Ciencia de datos,23,dorotea.aramburu@utec.edu.pe,Alumno,0
202220390,Primitiva Álamo Madrigal,Ciencia de datos,23,primitiva.alamo@utec.edu.pe,Alumno,0
202220538,Agapito Salgado Palma,Ciencia de datos,20,agapito.salgado@utec.edu.pe,Alumno,0
202210597,Mateo Olivares Martin,Ciencia de datos,17,mateo.olivares@utec.edu.pe,Alumno,0
202220248,Josefa Novoa Casal,Ciencia de datos,20,josefa.novoa@utec.edu.pe,Alumno,0
202210400,Azucena Vanesa Marí Perez,Ciencia de datos,23,azucena.mari@utec.edu.pe,Alumno,0
202220603,Ramón Montes Miguel,Ciencia de datos,22,ramon.montes@utec.edu.pe,Alumno,0
202210528,Sancho Carrasco Solís,Ciencia de datos,17,sancho.carrasco@utec.edu.pe,Alumno,0
202220437,Silvia Emilia Tomas Peral,Ciencia de datos,22,silvia.tomas@utec.edu.pe,Alumno,0
202220218,Federico Font Sala,Ciencia de datos,21,federico.font@utec.edu.pe,Alumno,0
202220677,Jacobo Heliodoro Meléndez Gomis,Ciencia de datos,20,jacobo.melendez@utec.edu.pe,Alumno,0
202210284,Jenaro Simón Vizcaíno Contreras,Ciencia de datos,23,jenaro.vizcaino@utec.edu.pe,Alumno,0
202210305,Luz Robledo Carbonell,Ciencia de datos,18,luz.robledo@utec.edu.pe,Alumno,0
202210456,Osvaldo Hervás Granados,Ciencia de datos,18,osvaldo.hervas@utec.edu.pe,Alumno,0
202220410,Ascensión Granados Manso,Ciencia de datos,18,ascension.granados@utec.edu.pe,Alumno,0
202220653,Maricela Salamanca Dominguez,Ciencia de datos,24,maricela.salamanca@utec.edu.pe,Alumno,0
202220223,Leonel Moreno Ródenas Tudela,Ciencia de datos,22,leonel.rodenas@utec.edu.pe,Alumno,0
202210558,Ainoa Rafaela Aragón Infante,Ciencia de datos,20,ainoa.aragon@utec.edu.pe,Alumno,0
202210516,Adolfo Gomila Iriarte,Ciencia de datos,18,adolfo.gomila@utec.edu.pe,Alumno,0
202220492,Ezequiel Belmonte Almagro,Ciencia de datos,23,ezequiel.belmonte@utec.edu.pe,Alumno,0
202220317,Valentina Pedraza Pintor,Ciencia de datos,18,valentina.pedraza@utec.edu.pe,Alumno,0
202220574,José Ángel Bautista-Camino,Ciencia de datos,23,jose.angel@utec.edu.pe,Alumno,0
202210669,Mariano Hurtado Falcó,Ciencia de datos,21,mariano.hurtado@utec.edu.pe,Alumno,0
202210244,Pepito Plácido Gual Carnero,Ciencia de datos,24,pepito.gual@utec.edu.pe,Alumno,0
202220692,Fernando Vall Lluch,Ciencia de datos,22,fernando.vall@utec.edu.pe,Alumno,0
202210210,Victoria Acosta Roig,Ciencia de datos,22,victoria.acosta@utec.edu.pe,Alumno,0
202210608,Florentino Ángel Millán,Ciencia de datos,23,florentino.angel@utec.edu.pe,Alumno,0
202210229,Fabián Matas Adadia,Ciencia de datos,20,fabian.matas@utec.edu.pe,Alumno,0
202210672,Noemí García Guillén,Ciencia de datos,17,noemi.garcia@utec.edu.pe,Alumno,0
202220395,Bartolomé Gallart Valenzuela,Ciencia de datos,22,bartolome.gallart@utec.edu.pe,Alumno,0
202210365,Adora Casanovas Varela,Ciencia de datos,21,adora.casanovas@utec.edu.pe,Alumno,0
202220389,Lara Boada Marcos,Ciencia de datos,18,lara.boada@utec.edu.pe,Alumno,0
202220546,Rosalina Boada Ángel,Ciencia de datos,24,rosalina.boada@utec.edu.pe,Alumno,0
202220663,Victor Manuel Luís Mateu,Ciencia de datos,23,victor.luis@utec.edu.pe,Alumno,0
202220601,Clementina Costa Sanz,Ciencia de datos,19,clementina.costa@utec.edu.pe,Alumno,0
202220411,Isidora Falcó Ferrero,Ciencia de datos,18,isidora.falco@utec.edu.pe,Alumno,0
202220562,Ignacia Acosta Amigó,Ciencia de datos,24,ignacia.acosta@utec.edu.pe,Alumno,0
202220369,Estela Aragonés Mora,Ciencia de datos,18,estela.aragones@utec.edu.pe,Alumno,0
202210541,Bienvenida Arnal Losa,Ciencia de datos,18,bienvenida.arnal@utec.edu.pe,Alumno,0
202210567,Ana Sofía Solano-Rosado,Ciencia de datos,18,ana.sofia@utec.edu.pe,Alumno,0
202210503,Eutropio Bernardino Bartolomé Bosch,Ciencia de datos,21,eutropio.bartolome@utec.edu.pe,Alumno,0
202220607,Demetrio Farré Azorin,Ciencia de datos,24,demetrio.farre@utec.edu.pe,Alumno,0
202220674,Sigfrido Urbano Cortés Montesinos,Ciencia de datos,22,sigfrido.cortes@utec.edu.pe,Alumno,0
202210413,Anna Galiano Puerta,Ciencia de datos,22,anna.galiano@utec.edu.pe,Alumno,0
202220351,Amor Cerro Prats,Ciencia de datos,20,amor.cerro@utec.edu.pe,Alumno,0
202220583,Baldomero Caparrós Llorens,Ciencia de datos,18,baldomero.caparros@utec.edu.pe,Alumno,0
202210579,Ema Flavia Jaume Tello,Ciencia de datos,22,ema.jaume@utec.edu.pe,Alumno,0
202210270,Jennifer Valencia Benito,Ciencia de datos,21,jennifer.valencia@utec.edu.pe,Alumno,0
202210533,Gertrudis Benítez Escobar,Ciencia de datos,17,gertrudis.benitez@utec.edu.pe,Alumno,0
202220247,Julia Benigna Castellanos Orozco,Ciencia de datos,24,julia.castellanos@utec.edu.pe,Alumno,0
202220464,Marco Piquer Ibañez,Ciencia de datos,21,marco.piquer@utec.edu.pe,Alumno,0
202210320,Aristides Montoya Feliu,Ciencia de datos,24,aristides.montoya@utec.edu.pe,Alumno,0
202210321,Jesusa Cazorla Moliner,Ciencia de datos,23,jesusa.cazorla@utec.edu.pe,Alumno,0
202210398,Cayetano Giménez Báez,Ciencia de datos,20,cayetano.gimenez@utec.edu.pe,Alumno,0
202210489,Julio Izaguirre Padilla,Ciencia de datos,23,julio.izaguirre@utec.edu.pe,Alumno,0
202210622,Jordi Castells Valentín,Ciencia de datos,20,jordi.castells@utec.edu.pe,Alumno,0
202220224,Nicanor Guillermo Pina Alfonso,Ciencia de datos,24,nicanor.pina@utec.edu.pe,Alumno,0
202220655,Ligia Lerma Mora,Ciencia de datos,22,ligia.lerma@utec.edu.pe,Alumno,0
202220444,Lorenza Llobet Castelló,Ciencia de datos,22,lorenza.llobet@utec.edu.pe,Alumno,0
202220457,Rafaela Chaparro Torralba,Ciencia de datos,18,rafaela.chaparro@utec.edu.pe,Alumno,0
202210362,Macarena Acedo Álvarez,Ciencia de datos,18,macarena.acedo@utec.edu.pe,Alumno,0
202210634,Cristina Soto Corbacho,Ciencia de datos,17,cristina.soto@utec.edu.pe,Alumno,0
202210451,Hilda Escamilla Sureda,Ciencia de datos,21,hilda.escamilla@utec.edu.pe,Alumno,0
202210439,Nilda Barros Gallego,Ciencia de datos,21,nilda.barros@utec.edu.pe,Alumno,0
202220405,Emilia Pol Díaz,Ciencia de datos,21,emilia.pol@utec.edu.pe,Alumno,0
202210600,María Carmen Alcalde Valls,Ciencia de datos,24,maria.alcalde@utec.edu.pe,Alumno,0
202220650,Benjamín Sacristán Aparicio,Ciencia de datos,17,benjamin.sacristan@utec.edu.pe,Alumno,0
202110698,Hugo Pallarès Salcedo,Ciencia de la computación,20,hugo.pallares@utec.edu.pe,Alumno,0
202110349,Lázaro Arce Portero,Ciencia de la computación,20,lazaro.arce@utec.edu.pe,Alumno,0
202110688,Marcial Franco Fernandez,Ciencia de la computación,20,marcial.franco@utec.edu.pe,Alumno,0
202120678,Ámbar Arias Trillo,Ciencia de la computación,18,ambar.arias@utec.edu.pe,Alumno,0
202120591,Fortunato Moll Comas,Ciencia de la computación,24,fortunato.moll@utec.edu.pe,Alumno,0
202110235,Jacobo Olivé Artigas,Ciencia de la computación,18,jacobo.olive@utec.edu.pe,Alumno,0
202120386,Darío Parra Vallés,Ciencia de la computación,23,dario.parra@utec.edu.pe,Alumno,0
202120588,Daniela Gual Valencia,Ciencia de la computación,20,daniela.gual@utec.edu.pe,Alumno,0
202110693,Casandra Cerezo Espinosa,Ciencia de la computación,22,casandra.cerezo@utec.edu.pe,Alumno,0
